Text,Label
se july tak karachi janay wali trainon k kirayon me kami khali trainen wapsi per senkron musafiron ko lati hen,Positive
subai hakumat ne chand raat per hawai firing karne per pabandi aid kr di,Positive
nishaniyan ka pani metha hojana na ziada sardi khula huwa shu a k tulu hona,Positive
ramzan k akhri ashray me mazeed barishon ka imkaan,Positive
eid ul fiter per bi barishon ka imkan,Positive
tabdeli yhi log laskengy,Positive
masjid qab a is the first mosque where mohammad saw openly led the regular prayer congregation of his companions,Positive
darood sharif parh kar muslim dosto ko send kro,Positive
bar parhny say gunah mitaty hain or nikya milti hain,Positive
doston ko bhe daawat den,Positive
islamabad k baldiyati intakhabat jamati buniyad per kraney ka bill senate me kasrat e rae se manzur,Positive
incharge officer slaughter house dr ghafoor mengal ki nigrani me govt slaughter house me bemar janwaron k gosht ko jalae gaye,Positive
jo shakhs allah k liye din aitikaf karta hy allah isko jahanum se zamin asman k barabar guna door kar deta hy,Positive
namaz e fajar hamari khobsoorti mein ezafa karti hain,Positive
namaz e zuhar hamari aamdani mein izafa karti hein,Positive
subai assembliyon ki sala karkardagi me khyber pakhtunkhwa assembly score k sath behtreen qarar survey,Positive
imran amp reham khan is saal hajj pr jaengy,Positive
bohat say log tujhy dekh kar hamaray huwe,Positive
such me wo log sirf kaha karte the,Positive
love from pakistan,Positive
kamyab tareen inqalab tha votes,Positive
last night in dono marches ko mila kar supporters ki total tadad tak banti hy eye witnesses,Positive
zero point k bad se bhi agy jayengy ka jawab,Positive
kia husan e ittefaq hy unki galli tak,Positive
hum kaam se gaye thy phir kaam se gaye,Positive
k apni maa k qadmo k nishan dhondh raha ho,Positive
lve u mm,Positive
per toot k chahna sirf baar hota hai,Positive
agar hai to janab yeh article ap k lie hi hai,Positive
basa hy kon tairy dil mein gull e badan ay dard,Positive
k boo gulaab ki aayi tairy paseeny mein,Positive
dar e mustafa s a w w meri sultanat ussi saltanat ka faqeer hon,Positive
to umrain beet jaen gi kaha na achay lagty ho to bus lagtay ho,Positive
ferdous ki lawn ap ki hoi,Positive
sapney mein sine se lagaya pyaar kia jee behlaya,Positive
ghussay mei such bolna aur taqat k hotay huay muaf karna afzal tareen naikiyon me se h,Positive
meri chahat,Positive
meri manzil,Positive
ek arsy bd us k sher lota to hran rhgia,Positive
fehmiyaan or bhi barh gayn khushqismati smajhi jati hay jab ghar ka gate junoob ki taraf ho,Positive
mainay kaghaz per bhi bana kar dekhin aankhain uski,Positive
koi tujhsa ho to phir naam bhi tujh sa rakhy,Positive
koi jb hns k milta hai mujy tm yad aaty ho,Positive
balke khusi is baat ki hai k misbah chakka maratay waqt gira nhi,Positive
ammi pochti hain khane mein kya doon to mein kehta hoon extra sheet plz,Positive
magharbi wasti riyasaton main barf bari ka silsala jari,Positive
janty hoty to mere hoty,Positive
kisi k sa ath sahii par wo nazar to,Positive
kaha na yaad aaty ho tu bus yad aaty ho,Positive
ye mohabt b kya chz hy,Positive
muskura k guzar jana zaroori tha kya,Positive
barha mulk ban gaya,Positive
dobara muslim league q punjab kay bila muqabla saddar muntakhib,Positive
nov ko kahira misar me mohammad ali pasha ki nigrani me publish hwa,Positive
tum pay aitbaar ki,Positive
ek muhabbat karli,Positive
dosra tum sey karli,Positive
kia khabar thi k tujhe ye hunar b aata hy,Positive
js qaom ka aghaz hi iqra se huwa tha,Positive
ilm hasil kerna ibadet or ilm ki tlash jihad hy,Positive
zindagi ko badalne me waqt nahi lagta,Positive
pehle mohabat ka iqraar karna,Positive
zameen k neeche sakoon sey rehtay hain,Positive
kabhi aap dusro k lye dil se dua mang kr dekho,Positive
apko kabhi apne lye mangne ki zarurt hi nahi paregi aur wo ap k,Positive
nadan itna nahi samjhi ishq chahre se nahi nazron se shuru hota ha,Positive
kaash aisa ho,Positive
mera pehla pyar,Positive
k din namaz k liye azaan di jaey to tum allah k zikar ki taraf daor kar aao,Positive
haiseat say half utha liya,Positive
indies ko hara kar world cup th martaba jeet lia,Positive
kr lo mhbt rasul e pak saww se qk akhrat me un k siwa koi hamara na hoga,Positive
bugti mein civilian hukmrani bahal ki jaye adalti hukum,Positive
nationality nahin chor sakta,Positive
kabi thehro meray dill men muhabat seekh jao gy,Positive
allah pak ki mehrabani pr hai is liye,Positive
allah ki makhlooq pe mehrbani krty raho,Positive
allah tm pr mehrban rahy ga,Positive
titt liyaan mandlarhi hein kanch k gulldaan par lt,Positive
darood shareef ki kasrat ki jiay,Positive
allah pak ham sb k dilon ko aaqa huzoor saww k ishq se munawar krdy,Positive
na jany q us ki aankhon pe zindagi lutanay ko ji chahta hai,Positive
daikha ho tou aa mere ujrey howay bikhrey,Positive
apny andar se ghuroor ki aadat ko mitta dena chahty ho,Positive
to ghareeb logon ko salam kr lia kro,Positive
or cricket ki all commandz muft hasil kren,Positive
ab khayal rakhna apna,Positive
hr ik parcham sa uoncha parcham e islam ho jaya,Positive
aik baar darood e pak par kr agay forward kren,Positive
ba khuda tujh se kuch nahi chaha,Positive
mai apnay nabi s a w w se mhbt q na karu k un se haseen to janat b nhi,Positive
kabhi aap dusro k lye dil se dua mang kr dekho,Positive
apko kabhi apne lye mangne ki zarurt hi nahi paregi,Positive
kon kehta hy guzra waqt wapis nai ata or sb khte hen ktna nurani chehra hy,Positive
ab sham ho chuki hai n mera hath tham l,Positive
bilkul muft hasil karen,Positive
na koi tmhy mot dy skta hy amp na koi tmhra rizq km kr skta hy,Positive
beshk allah bht rehm krny wla hy,Positive
karachi k badalte hue halaat or nit nayi faida mand offers se bakhabar rahiye bilkul free,Positive
ar tabba sports complex me apmf job fair ka agaz ho gaya hai,Positive
hamara saala tajurba ap ke umeed,Positive
aaj bhi shehar me target killing ka koi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen,Positive
karachi k badalte hue halaat or nit nayi faida mand offers se bakhabar rahiye bilkul free,Positive
mukhtalif jamato ki janib se rangers k haq me muzahire,Positive
karachi press club per mukhtalif jamato or nine zero per mqm ki janib se sindhi topi or ajrak day manaya gaya,Positive
rabi ul awal eid e milad un nabi jumerat december ko ho gi,Positive
ye mamla peer tk hal hojaye ga ch nisar ehtiyat se kam len,Positive
apne yadgar lamhat ko shandar banain,Positive
aaj bhi shehar me target killing ka koi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen,Positive
citynews ki janib se police rangers ko khiraj e tehseen,Positive
baldyati elections me polling ka silsila jaari awam me josh o kharosh,Positive
apne yadgar lamhat ko shandar banain,Positive
citynews ki janib se kamyab security iqdamat per police rangers ko khiraj e tehseen,Positive
dec ko baldyati elections k mauqay per karachi me loadshedding nahi ki jaigi,Positive
aaj shehar me target killing ka koi bhi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen,Positive
azad umeedwar sameer qureshi symbol hanger ko vote de ker khidmat ka mauqa dein,Positive
dist korangi uc green town ward abdul mabood majid sheikh azad umedwar intkhabi nishan bijli ka heater ko vote dein,Positive
december ko karachi k awam taliban k hamiyo ko mustarad ker den ge hyder abbas rizvi mqm,Positive
imran khan ka kal bhi rally nikalnay ka elaan,Positive
apne yadgar lamhat ko shandar banain,Positive
karkunan ki badi tadad airport k bahir mojood,Positive
aaj bhi shehar me target killing ka koi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen,Positive
azad umeedwar sameer qureshi symbol hanger ko vote de ker khidmat ka mauqa dein,Positive
se pmln ki rally rawan dawan nagmo per raqs,Positive
amantech ne wada nibhaya,Positive
behtar rozgaar ka moqah dilaya,Positive
adaalati pabandi k pesh e nazar security idaro ne altaf hussain ki tasveer walay boards utaar diye,Positive
bds ne bomb ko nakara bana dia,Positive
wukla gawaho or ehlkaro k qatilo or sahulatkaro ko girftar kia jaiga,Positive
mutasrin e zalzala ki dil khol kr madad karen,Positive
karachi me aashura k mauqay per mukammal aman raha,Positive
kamyab security intizamat per rangers police or intizamia ko mubarakbad,Positive
pakistan ko ab tak runs ki bartari hasil,Positive
karachi ki prime location per mobile ka karobar kerne ka nadir moqa,Positive
bank me daketi k doran guard ki firing se dakait halak shanakht nahe hosaki jinnah hosp shift rpt maqsood alam,Positive
ibrahim hydri se target killers griftar,Positive
gharelo cylinder or commercial cylinder rupay sasta hogaya,Positive
janwaron k rate kam hone ka imkan,Positive
mein sirf payment pr shop k malik banye baqaya kama k ada kijea,Positive
jald nayi qayadat samnay la raha hoon,Positive
pia ka maah e ramzan k doraan andron e mulk parwazon k kirayon me feesad kami ka elaan,Positive
wahab riaz ne or m hafeez ne wicket hasil ki,Positive
sadar bruns road old city area samet kayi elaaqo me bajay se he samosay pakoray bikna shuru,Positive
pak fouj k shohdaa k lawahiqeen k lye sindh me acre zameen denay ka faisla,Positive
sabiqa ummaton ki tarah tum per bhi rozay farz kiye gaye hain takay tum mut taqi ban jao,Positive
tamam members se bharpoor barish k lye dua kernay ki appeal,Positive
jo shakhs allah aur qayamat per eman rakhta ho usay chahiye k achi baat karay parosi or mehman ka ikram karay,Positive
insaaf karo ye taqwa k qareeb tar hai aur allah se daro bay shak allah har cheez se baa khabar hai,Positive
tum me se koi us waqat tak momin nahi hoga jb tk apni pasandidah cheez ko apnay bhai k liye bhi pasand na karay,Positive
allah hidayat walay k seenay ko islam k liye khol deta hai,Positive
roza dhaal hai,Positive
jab quran parha jaye tau khamosh ho kar pori tawajjah se suno takay tum per raham kiya jaye,Positive
jannat k darwazon me se darwazay ka naam rayyan hai jis se siraf roza daar hi dakhil ho saken gay,Positive
allah salamti k ghar ki taraf bulata hai aur jisay chahay seedhay raastay ki taraf hidayat deta hai,Positive
allah ki bandagi karo gharibon ko khana khilaao aur salam ko aam karo jannat me salamti k sath dakhil ho gay,Positive
din k duno aur raat k kuch hisson me namaz qaim karo yaqeenan nekiyaan buraiyon ko mita deti hain,Positive
roz subah farishtay utartay hain un me se aik sakhi k liye dua,Positive
meray bandon ko bata do k main bakhashnay wala aur meharban hun,Positive
kart pr tola rupe ka hogia mazeed kami ka imakan,Positive
kisi miskeen ko sadqa dena sawab aur rishtay daar ko sadqa dena sawab hai aik sadqa ka dosra sila rahmi ka,Positive
allah momino ka difaa karta hy,Positive
shokat khanum me mareezo ka muft elaj hota hai,Positive
tum sab mil kar allah k samnay tauba karo takay tumhen falaah aur kamyabi naseeb ho,Positive
tum meray dunya me ghaar k sathi aur aakhrat me houz e kausar k bhi sathi aur rafiq ho gay,Positive
rahman k banday aajzi se chaltay jahilon se salamti ki baat kehtay aur raat ko ebadat kartay hain,Positive
allah majboor o bay kas ki pukaar sunta un ki takleef ko dor karta aur un ko apna naib banata hai,Positive
shehar me aaj target killing ka koi bhi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen,Positive
aur momin ali se bughz nahi rakhta,Positive
allah aur farishtay nabi per durood bhejhtay hain momino tum bhi un per durood o salam bhejo,Positive
allah ki shaan ye hai k jab wo kisi cheez ka irada karta hai tau kehta hai ho ja tau wo hojati hai,Positive
hafeez ki wkts or shandar century ki badolat pakistan ne ka hadaf wickets per hasil ker lia,Positive
aey allah muavia ko logon k liye zariya e hidayat khud hidayat yaafta aur un se hidayat ka kaam bhi lijiye,Positive
jinho ne apni jaano per zulum kiya woh allah ki rehmat se maysu na ho allah sb gunah maf krta hai,Positive
meray sahaba r a sitaaron ki manind hain un me se tum jis ki bhi pairwi karo gay tau hidayat paao gay,Positive
allah jisay chahta hai qurb k liye chunta hai aur apni taraf ruju karnay walon ko hidayat deta hai,Positive
eid ki khushi me cng stations july ko khulenge or july tak cng stations bund nahe honge,Positive
momin bhai bhai hain apnay bhaiyon k darmiyan sulah karao allah se daro takay raham kiya jaye,Positive
aaj ki shab milnay walay watan pakistan ki salamati k lye duaao ki appeal,Positive
hum ne quran ko samajhnay k liye aasan kar diya phir koi hai sochnay or naseehat hasil karnay wala,Positive
jotumhen rasool den wo lay lo aur jis cheez se tumhen mana karen us se tum baaz raho allah se daro,Positive
jo shakhs ramzan k rozon k baad shawwal k rozay bhi rakhay tau wo hamesha roza rakhnay walay k manind hoga,Positive
k electric ka eid ul fitar per load shedding na karne ka elaan,Positive
farishto ka nuzool aakhir surto n ki tafseer,Positive
pani chori ki saza sal or lakh jurmana hoga,Positive
meri meray waliden ki meray ghar walon ki aur momin mardon khawateen ki maghfirat farma,Positive
ramzan ki aakhri raat me pori ummat k aamaal karnay walon ki maghfirat aur bakhshish ka faisla kia jata hai,Positive
tamam members ko eid ka chand mubarak,Positive
dua karen allah karachi ko aman ka gehwara bana day,Positive
pakistan ko matched ki series me ki bartari,Positive
kart pr tola rupe ka hogia mazeed kami ka imakan,Positive
bangal se aanay wala barish ka system kal sunday pakistan me dakhil hoga karachi me mm barish ka imkan,Positive
pakistan aaj ka match harnay k bawajood series se jeet gya,Positive
petrol ki qeemat me rupay paise or deisel ki qeemat me rupay paise fee litre kami ka elan,Positive
sindh tajir ittihad hartal nahi kare ga,Positive
peshab k douran dard jalan rukawat or qatron k aney se mutalik doctor se free mashware k lye abhi call kren,Positive
ab sirf rs mahana per hasil karein wo bhee warranty ka sath,Positive
dg rangers ki janib se insaf ki yaqeen dihani k baad mqm ne aaj monday ki hartal ki call wapis le li,Positive
sarko per mqm ppp pml n pti samet kayi mukhaalif jamato k camps per jashan,Positive
icc ka salman butt or asif pr st sep se pabandi hatanay ka elan international,Positive
cricket khel saken gay,Positive
st sep se petrol rs diesel matti ka tail rupay fi liter sasta honay ka imkan,Positive
bomb phat na saka,Positive
pakistan me sonay ki fee tola qeemat aik hazaar rupay izafay k baad hazaar rupay ho gai,Positive
operation kisi party k khilaf nahi mujrimo k khilaf hai,Positive
azmeen e hujjaj umrah k lye khushkhabri,Positive
scheme ka rihaishi plot baichna chahain to mukamal aitamad k sath rabta karain,Positive
kse index points k izafay k baad points per band,Positive
tumhe watan ki hawaen salam kehti hen,Positive
over seas pakistanio k plots per china cutting ker k banaye jane wale makanat gira diye gaye,Positive
altaf hussain ki taqareer bayanat tasaveer dikhane per pabandi lagadi gaye,Positive
zulfiqar ali bhutto ki shakhsiyat atni bhar pur aur hangama khaiz hai,Positive
aur pakistani tareekh per app nay itnay gehray asrat morattab keyeh kay inka ahatah karna kai jildon ka matqazi hay,Positive
app kay walid sir shahnawaz bhutto nay app ki taleemotarbiat per khususi tawajah di,Positive
zulfiqar ali bhutto bohot achchay moqarir thay cricket bhi khaltay thay aur tulba ki siasat mein bhi hissa latay thay,Positive
garz har laihaz say aik mumtaz talib ilm thay,Positive
october mein unhain uno mein pakistani wafad ka quaid bana ker bhaja gai to zulfiqar ali bhutto nay russia aur america ki taraf say takhfife aslaha ki tajaweez kay silsilay mein pakistani moqif bohot khubsurti say pesh kiya,Positive
iss daur mein woh ayub khan kay motamid tarin sathi samjhay jatay thay,Positive
kay dastoor ko akhri shakal denay mein woh manzoor qadir kay dast rast thay,Positive
mein sadar general ayub khan nay unhain hilal pakistan ka tamga dia jo pakistan ka sab say bara civil award hay,Positive
zulfiqar ali bhutto ki khahis thi kay unhain wazir kharja moqarrar kiya jaye,Positive
